Reading lines...
Read 6185 sentence pairs
Counting words...
Counted words:
ALL_SRC 129
ALL_TAR 31
Reading lines...
Read 4948 sentence pairs
Counting words...
Counted words:
TRAIN_SRC 129
TRAIN_TAR 31
sentence, trueltl, rank, variants, goodvariants
"go to the red room then go to landmark two .", "F ( red_room & F ( landmark_2 ) )", 0, 100, 54
"go to landmark three by only navigating within the yellow room .", "F ( landmark_3 ) & G ( yellow_room )", 0, 100, 30
"always avoid landmark one and go to the purple room .", "F ( purple_room & ~landmark_1 )", 0, 100, 50
"go to the green room before going to the purple room .", "F ( green_room & F ( purple_room ) )", 0, 100, 47
"always avoid landmark one and go to landmark two", "F ( landmark_2 & ~landmark_1 )", 0, 100, 50
"move to the red room and then the yellow room .", "F ( red_room & F ( yellow_room ) )", 3, 100, 56
"go through landmark two and then to the onest floor .", "F ( landmark_2 & F ( first_floor ) )", 0, 100, 31
"go to landmark two while always avoiding the yellow room .", "F ( landmark_2 & ~yellow_room )", 0, 100, 56
"stay away from the blue room and go to landmark two .", "F ( landmark_2 & ~blue_room )", 0, 100, 27
"move to the yellow room and then move to landmark one .", "F ( yellow_room & F ( landmark_1 ) )", 0, 100, 41
"go to or through the first floor always avoid going through the blue room", "~ ( blue_room ) U ( first_floor )", 1, 100, 61
"go to the second floor but avoid landmark three .", "F ( second_floor & ~landmark_3 )", 0, 100, 60
"move to the yellow room without changing floors .", "F ( yellow_room ) & G ( third_floor )", 0, 100, 49
"navigate to the orange room through the blue room .", "F ( blue_room & F ( orange_room ) )", 0, 100, 51
"go to the twond floor avoiding the purple room . if you reached the second floor you can stay there or head to the purple room .", "~ ( purple_room ) U ( second_floor )", 0, 100, 61
"go to landmark three and avoid the green room .", "F ( landmark_3 & ~green_room )", 0, 100, 22
"move to the orange room and then move to landmark three .", "F ( orange_room & F ( landmark_3 ) )", 0, 100, 40
"avoid the landmark two and go to the first floor .", "F ( first_floor & ~landmark_2 )", 0, 100, 42
"move to the first floor without entering the orange room .", "F ( first_floor & ~orange_room )", 0, 100, 58
"avoid the yellow room until you go to the first floor .", "~ ( yellow_room ) U ( first_floor )", 0, 100, 46
"proceed to the blue room but do n t leave the second floor .", "F ( blue_room ) & G ( second_floor )", 0, 100, 40
"navigate to the yellow room but never go to the purple room .", "F ( yellow_room & ~purple_room )", 0, 100, 39
"avoid landmark one until reaching the purple room .", "~ ( landmark_1 ) U ( purple_room )", 0, 100, 56
"avoid landmark one and go to landmark three .", "F ( landmark_3 & ~landmark_1 )", 0, 100, 40
"avoid the orange room", "F ( second_floor & ~orange_room )", 3, 100, 41
"go to the purple room then proceed to landmark two .", "F ( purple_room & F ( landmark_2 ) )", 0, 100, 41
"from the third floor navigate to the orange room .", "F ( third_floor & F ( orange_room ) )", 0, 100, 42
"avoid the yellow room before you navigate to the third floor .", "~ ( yellow_room ) U ( third_floor )", 0, 100, 42
"avoid the purple room until after you ve gone to the red room .", "~ ( purple_room ) U ( red_room )", 0, 100, 51
"avoid the yellow room and go to landmark one . if you reached the green room you can now go to the yellow room or stay on landmark one .", "~ ( yellow_room ) U ( landmark_1 )", 0, 100, 58
"go to the yellow room while always avoiding landmark two", "F ( yellow_room & ~landmark_2 )", 0, 100, 37
"advance to landmark three but always avoid the blue room .", "F ( landmark_3 & ~blue_room )", 0, 100, 29
"move to the third floor without entering the blue room .", "F ( third_floor & ~blue_room )", 0, 100, 33
"move to the orange room avoiding landmark one . if you got to the orange room then you can continue to landmark one .", "~ ( landmark_1 ) U ( orange_room )", 1, 100, 45
"go to the twond floor and then go to the yellow room .", "F ( second_floor & F ( yellow_room ) )", 0, 100, 48
"go to a spot in the purple room but do n t touch landmark three .", "F ( purple_room & ~landmark_3 )", 1, 100, 55
"go to the blue room without going to the purple room . if you reached the blue room now you can go to the purple room .", "~ ( purple_room ) U ( blue_room )", 0, 100, 45
"always avoid the green room go to the third floor .", "F ( third_floor & ~green_room )", 0, 100, 42
"navigate to the green room staying on the second floor .", "F ( green_room ) & G ( second_floor )", 0, 100, 44
"always avoid the purple room and navigate to the third floor .", "F ( third_floor & ~purple_room )", 0, 100, 48
"go to the yellow room by avoiding landmark one . if you reached the yellow room then you can proceed to landmark one .", "~ ( landmark_1 ) U ( yellow_room )", 1, 100, 63
"avoid the first floor and the third floor and go to landmark one .", "F ( landmark_1 ) & G ( third_floor )", 0, 100, 29
"first navigate to the green room then make your way to the red room .", "F ( green_room & F ( red_room ) )", 0, 100, 56
"do n t leave the purple room and go to landmark two .", "F ( landmark_2 ) & G ( purple_room )", 0, 100, 25
"avoid the red room until reaching the third floor .", "~ ( red_room ) U ( third_floor )", 0, 100, 53
"always avoid landmark three and navigate to landmark one .", "F ( landmark_1 & ~landmark_3 )", 3, 100, 42
"always avoid landmark one and go to the blue room .", "F ( blue_room & ~landmark_1 )", 0, 100, 53
"move to landmark three but go through the blue room first .", "F ( blue_room & F ( landmark_3 ) )", 0, 100, 52
"proceed to the yellow room by going through the green room .", "F ( green_room & F ( yellow_room ) )", 1, 100, 59
"go to landmark one and then go to the yellow room .", "F ( landmark_1 & F ( yellow_room ) )", 0, 100, 44
"first go to landmark one then go to the orange room .", "F ( landmark_1 & F ( orange_room ) )", 0, 100, 35
"advance to landmark two but always avoid the blue room .", "F ( landmark_2 & ~blue_room )", 0, 100, 36
"go to the red room without going to landmark two .", "F ( red_room & ~landmark_2 )", 0, 100, 42
"navigate to the third floor through the green room .", "F ( green_room & F ( third_floor ) )", 0, 100, 36
"always proceed to landmark one and then to the first floor .", "F ( landmark_2 & F ( first_floor ) )", 1, 100, 34
"go to the blue room while avoiding the red room and if you have reached the blue room then you can go to the red room .", "~ ( red_room ) U ( blue_room )", 0, 100, 62
"go to the orange room avoiding landmark three . if you reached the orange room then you may go to landmark three .", "~ ( landmark_3 ) U ( orange_room )", 1, 100, 30
"go to the yellow room before going to the orange room .", "F ( yellow_room & F ( orange_room ) )", 0, 100, 49
"go through the red room and navigate to the third floor .", "F ( red_room & F ( third_floor ) )", 0, 100, 63
"go through the purple room to the second floor .", "F ( purple_room & F ( second_floor ) )", 0, 100, 38
"go to landmark three then up to landmark two .", "F ( landmark_3 & F ( landmark_2 ) )", 1, 100, 59
"go to landmark three and remain within the purple room .", "F ( landmark_3 ) & G ( purple_room )", 0, 100, 31
"go through landmark three before going to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 46
"from the second floor navigate to the red room .", "F ( second_floor & F ( red_room ) )", 0, 100, 30
"go to landmark two and then go to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 50
"navigate to the yellow room through the green room .", "F ( green_room & F ( yellow_room ) )", 1, 100, 63
"go to or through the red room always avoid going to the red room through landmark three", "~ ( landmark_3 ) U ( red_room )", 0, 100, 26
"go to landmark two avoiding the first and third floors .", "F ( landmark_2 ) & G ( second_floor )", 3, 100, 30
"go to the third floor through the yellow room .", "F ( yellow_room & F ( third_floor ) )", 0, 100, 48
"navigate to the green room always avoiding the orange room .", "F ( green_room & ~orange_room )", 0, 100, 35
"always avoid going to landmark two through the yellow room", "~ ( yellow_room ) U ( landmark_2 )", 1, 100, 68
"do n t go into the orange room until going to landmark two", "~ ( orange_room ) U ( landmark_2 )", 0, 100, 44
"avoid the purple room until passing landmark one .", "~ ( purple_room ) U ( landmark_1 )", 0, 100, 48
"move to landmark three without entering the blue room . then you may stay at landmark three or go to the blue room .", "~ ( blue_room ) U ( landmark_3 )", 0, 100, 42
"avoid the first floor and the third floor and go to landmark two .", "F ( landmark_2 ) & G ( second_floor )", 3, 100, 36
"go to the third floor while always avoiding the yellow room .", "F ( third_floor & ~yellow_room )", 0, 100, 46
"go to the third floor but never go to the green room .", "F ( third_floor & ~green_room )", 0, 100, 44
"go to the orange room while always avoiding landmark two", "F ( orange_room & ~landmark_2 )", 0, 100, 31
"first go to to landmark two then go to the yellow room .", "F ( landmark_2 & F ( yellow_room ) )", 0, 100, 47
"proceed to the orange room without going to any other floors .", "F ( orange_room ) & G ( second_floor )", 2, 100, 48
"go to the first floor then go to the green room .", "F ( first_floor & F ( green_room ) )", 0, 100, 50
"navigate to the yellow room always avoiding the green room .", "F ( yellow_room & ~green_room )", 0, 100, 37
"first navigate to the orange room then make your way to the purple room .", "F ( orange_room & F ( purple_room ) )", 0, 100, 50
"go from the second floor to the red room .", "F ( second_floor & F ( red_room ) )", 0, 100, 30
"always pass landmark one to get to level one .", "F ( landmark_1 & F ( second_floor ) )", 2, 100, 61
"avoid landmark three until going to the purple room .", "~ ( landmark_3 ) U ( purple_room )", 0, 100, 53
"avoid the purple room until landmark two .", "~ ( purple_room ) U ( landmark_2 )", 0, 100, 47
"go from the onest floor to landmark three", "F ( first_floor & F ( landmark_3 ) )", 0, 100, 47
"first move to landmark three then navigate to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 54
"go to landmark two but do not first go through the orange room .", "~ ( orange_room ) U ( landmark_2 )", 1, 100, 59
"go to the twond floor while always avoiding the yellow room", "F ( second_floor & ~yellow_room )", 1, 100, 62
"go to landmark two while always avoiding the orange room", "F ( landmark_2 & ~orange_room )", 0, 100, 33
"move to the orange room first then travel to landmark one .", "F ( orange_room & F ( landmark_1 ) )", 0, 100, 46
"avoid landmark three until going to the orange room .", "~ ( landmark_3 ) U ( orange_room )", 0, 100, 33
"do not navigate away from the second floor and go to the orange room .", "F ( orange_room ) & G ( second_floor )", 0, 100, 37
"go to third floor without going into the green room", "F ( third_floor & ~green_room )", 0, 100, 44
"stay in the red room to navigate to landmark two .", "F ( landmark_2 ) & G ( red_room )", 0, 100, 35
"navigate to landmark three then continue to the orange room .", "F ( landmark_3 & F ( orange_room ) )", 0, 100, 50
"visit the blue room and then move to the second floor .", "F ( blue_room & F ( second_floor ) )", 0, 100, 38
"avoid the purple room until going to the yellow room .", "~ ( purple_room ) U ( yellow_room )", 0, 100, 53
"go to the second floor then navigate to the orange room .", "F ( second_floor & F ( orange_room ) )", 0, 100, 47
"go to the blue room but avoid landmark three . if you reached to the blue room then you can head to landmark three or stay put .", "~ ( landmark_3 ) U ( blue_room )", 0, 100, 45
"navigate to the third floor before going to the first floor .", "F ( third_floor & F ( first_floor ) )", 1, 100, 34
"always go through landmark one and then to the red room .", "F ( landmark_1 & F ( red_room ) )", 0, 100, 36
"go to the second floor before you navigate to landmark two .", "F ( second_floor & F ( landmark_2 ) )", 0, 100, 49
"go to landmark two through landmark three", "F ( landmark_3 & F ( landmark_2 ) )", 0, 100, 49
"move to the purple room and then move to landmark three .", "F ( purple_room & F ( landmark_3 ) )", 0, 100, 49
"navigate to the first floor before going to the second floor .", "F ( first_floor & F ( second_floor ) )", 0, 100, 30
"head to landmark two after going to the blue room .", "F ( blue_room & F ( landmark_2 ) )", 0, 100, 51
"avoid the green room until after navigating to the red room .", "~ ( green_room ) U ( red_room )", 0, 100, 50
"go to the first floor avoiding landmark one .", "F ( first_floor & ~landmark_1 )", 0, 100, 52
"go through landmark three to the blue room .", "F ( landmark_3 & F ( blue_room ) )", 0, 100, 50
"go to landmark one before going to landmark two .", "F ( landmark_1 & F ( landmark_2 ) )", 0, 100, 48
"go through landmark two to the first floor .", "F ( landmark_2 & F ( first_floor ) )", 0, 100, 38
